Name,Score
Marissa Allen,56
Amanda Cruz,69
Veronica Brooks,51
Christine Williams,95
Victor Jackson,79
Michelle Carter DDS,70
Peter Spears,90
Sandy Murray,99
Peter Gutierrez,85
Catherine Johnson,55
Keith Smith,74
Lynn Mclean,68
John King,89
Elizabeth Booker,58
Mr. Bradley Rodriguez,70
Stephanie Parsons,68
Tony Donaldson,86
Teresa Frazier,52
Anthony Gonzalez,55
Patricia Moss,97
Jay Reyes,72
Stacy Gray,86
Deborah Hebert,100
Alicia Mcbride,80
Dylan Castillo,54
Joshua Adams,69
Cody Davis,67
James Garcia,67
Paula Torres,84
Steven Smith,92
Victor Jackson,98
Karen Williams,64
Leah Buchanan,71
Gabrielle Faulkner,52
Bridget Rivers,73
Micheal Martin,72
Dylan Vang,72
Kimberly Davis,82
Nicholas Garrison,74
Steven Kelley,78
Richard Schwartz,57
Timothy Grant,91
Betty Rosales,56
Brenda Stout,100
Laura Gill,64
Jonathan Hancock,75
Paul Odonnell,50
Kaitlyn Ford,51
Mitchell Kirby,80
Karen Obrien,84
Jennifer Brown,55
Kimberly Wilson,99
Cassandra Newman,59
William Reed,67
Michael Baker,60
Philip Powell II,95
Renee Soto,77
Jeffrey May,83
Peggy Burns MD,60
Justin Williams,57
Garrett Conner,58
Jessica Liu,53
Michael Williams,75
Tonya Mcmahon,71
Alex Williams,95
Kenneth Hill,66
Jennifer Richards,100
Francisco White,70
Sarah Gutierrez,81
Erik Short,55
Michael Williamson,99
Michael Carlson,94
Michael James,62
Patrick Hughes,90
Charles Mcneil,50
Shawn Villarreal,90
Kevin Fowler,67
Kathleen Park,78
Rebecca Dixon,68
Tony Salas,62
Jason Douglas,66
Thomas Thompson,98
David Dickson,85
Lisa Huffman,72
Vincent Hansen,61
Scott Reynolds,74
Nicole Garcia,79
Jake Harrison,75
Harold Chapman,57
Ann Page,75
Gregory Vargas,51
Eric Thomas,51
Leah Allison,87
Cassandra Delgado,89
Jason Willis,80
Luis Smith,60
Stephen Davis,84
Jennifer Johnson,52
Samantha Ramos,100
Wayne Bridges,88
Alison Farmer,82
Jose Arroyo,80
Stephanie Woods,73
Joshua Bennett,54
David Dixon,57
Rebecca Key,87
Matthew Gould,53
Dr. Ashley Herman,91
Amy Morris,91
Maria Adams,55
Mrs. Hannah Scott PhD,55
Barbara Hunt,54
Susan Kline,53
Elizabeth Ward,78
Jorge Simpson,77
Maria Hurst,85
Tyler Drake,91
Carmen Mills,88
Frances Burnett,56
Brianna Warren,58
Michael Anderson,94
Isaiah Smith,100
Danny Turner,93
Michael Sanders,56
Chase Mueller,71
Matthew Munoz,61
Andrew Frazier,51
Willie Brown,78
Jorge Gaines,75
Jonathan Adams,88
Aaron Pierce,76
Erica Gordon,54
Leah Hanson,74
Timothy Davenport,67
Charles Adkins,69
Julie Duarte,76
Laura Collins,65
Chase Simpson,58
Alexandra White,64
Amanda Johnson,97
Susan Cameron,93
Deborah Hill,87
Samantha Santiago,53
Kimberly Irwin,85
Stephen Parker,63
Peggy Blanchard,90
Carlos Richardson,85
Michael Mills,85
Danielle Hall,95
Justin Davis,78
Joseph Clayton,99
Jordan Mckay,64
Ann Rogers,85
Denise Hinton,62
Sarah Nguyen,96
Michael Murphy,67
Morgan Marquez,94
Paul Frazier,83
Nicholas Lopez,73
Larry Dunn,73
Mark Ross,54
Joshua Bowman,69
Gina Williams,90
Crystal Briggs,65
Denise Russell,50
Anthony Wright,53
Erika Robinson,62
Nancy Wilson,78
Kenneth Nielsen,77
Terry Hunt,79
Samantha Hobbs,55
Ronald Smith MD,77
Joshua Boyle,72
Gregory Miller,95
Jacob Schmidt,99
Cody Allen,84
Sara Simpson,92
Travis Morales,94
Gary Williams,57
Shelley Osborne,90
Tracy Smith,64
Brandon Taylor,92
Mr. Brian Davis,75
Greg Watkins,67
Lauren Montoya,81
Jennifer Marquez,86
David Adams,63
Robert Garcia,69
Jordan Gonzalez,80
Tammy Wilson,92
Joseph Cruz,84
Nicole Herrera,75
Zachary Cook,92
James Peterson,57
Megan Page,52
Ashley Garcia,85
Meredith Warren,59
Todd Martin,98
Daniel Pacheco,69
Stephanie Becker,83
John Powers,67
Suzanne Price,54
Jill Brock,64
Melissa Ray,93
Jacob Barnett,67
Renee Obrien,57
Beverly Mckee,97
Dr. Mary Casey MD,78
Barbara Foster,87
Michelle Perez,85
Kathy Freeman,61
Jean Roberts,65
Christina Obrien,84
Carla Vasquez,94
Anthony Garza,50
Gary Snyder,96
Elizabeth Ferguson,57
John Wells,70
Adam Cobb,70
Charles Stout,75
Nichole Hunter,50
Abigail Allison,83
Margaret Lawson,51
Dr. Kelsey Wilson,78
Jessica Avery,90
Rebecca Miller,69
Derek Carroll,76
Gary Burns,76
Juan Sullivan,80
Mary Sheppard,90
Donna Clark,53
Mckenzie Moore,99
Jessica Patterson,82
Leah Chaney,75
Sean Aguilar,97
Jessica Reed,65
Eric Burke,97
Larry Casey,74
Susan Hardin,70
Melissa Murphy,54
Seth Ballard,64
Jason Mejia,89
Cameron Martinez,88
Dakota Shaw,90
Sarah Jenkins,84
Phillip Garza,96
Robert Jones,81
Sandra King,87
James Ortiz,68
Michael Gray,50
Cassandra Simmons,86
Robert Monroe,94
Joel Kim,90
Terrance Boyle,61
Matthew Cruz,65
Charles Barnett,88
Kimberly Davis,92
Shannon West,81
Mark Barajas,91
John Perez,93
Erin Watts,97
Nathan Miller,66
Sandra Gardner,93
Megan Merritt,84
Julia Little MD,85
Steven Steele,73
Kimberly Jensen,85
Neil Frye,89
Chris Waters,64
Aaron Cole PhD,63
Brenda Williams,84
Katherine Dunn,61
Kevin Butler,68
Crystal Acevedo,75
Theresa Ruiz,56
Jordan Stewart,52
Andrew Thomas,64
Brandon Cuevas,58
Nathan Davis DDS,100
Joseph Manning,80
Alyssa Jarvis,96
John Tate,57
Carolyn Smith,73
Melissa Wagner,74
Aimee Miller,82
Elizabeth Ramirez,80
Cheryl Moses,62
Jill Patrick,100
Cheryl Stafford,50
Katelyn Green,66
Victor Booth,74
Joseph Brooks,69
Joseph Ruiz,100
William Pratt,83
Tina Williams,52
Sherry Clark,83
Scott Brown,94
Megan Strong,54
Julie Fitzpatrick,96
Erin Hernandez,80
David Wallace,67
Jessica Long,92
Ellen Nicholson,73
Jill Richardson,67
Scott Rodgers,77
Briana Carter,54
Christopher Shelton,79
Dalton Rodriguez,61
Sarah Velasquez,67
Andrew Gentry,57
Renee Buck,77
Debbie Nelson,89
Douglas Harris,81
Robert Christian,84
Angela Gilbert,61
John Crawford,57
Angela Arnold,80
Jeffery Collins,69
Eileen Jackson,77
Clinton Smith,93
Christopher Sanchez,66
John Monroe,77
Penny Rodriguez,80
Nicholas Aguilar,92
Nicole Rogers,89
William Valdez MD,85
Tyrone Hughes,62
Kevin Merritt,100
Erin Melendez,55
Peter Tucker,97
Deborah Weeks,73
Sandra Hawkins DDS,51
William Brown,99
Paul Frank,95
Robert Ballard,52
Antonio Morris,59
Dana Carrillo,97
Timothy Peterson,84
Christopher Reynolds,79
Christopher Miller,82
Hector Brock,51
Matthew Williams,96
Steven Harris,69
Anthony Strickland,89
Penny Suarez,75
Darren Mclaughlin,98
James Brown,83
Rachel Boyer,96
Joseph Chan,97
Steven Hernandez,80
Donald Middleton,50
Robert Pierce,91
Patrick Glass,71
Mrs. Yvette Smith,55
Dana Barker,89
Larry Gomez,51
Kristin Smith,56
Cheyenne Russell,85
Lawrence Howard,62
Ricky Kim,65
Jessica Hamilton,60
Jerry Boyd,63
Dr. Michael Coleman,69
Matthew Sanders,82
John Kirk,59
Jacob Frey,53
Aaron Harper,91
Cody Parker,74
Patricia Payne,50
Thomas Baker,51
Brian Galvan,82
Kristen Page,91
Gerald Hess,66
Shawn Wright,74
Christopher Williams PhD,85
Laura Joseph,57
Carrie Oliver,74
Brittany Cain,55
Michele Barnett,82
Jason Jackson,90
Angela Martinez,63
Jessica Ramirez,99
Mary Wise,75
Tamara Owen,51
Terri Jones,85
Nancy Hunt,82
Heather Chung,96
Dana George,58
Kelly Wolf,98
Natalie Knight,52
Monica Burgess DDS,78
Gabriel Hansen,64
Sarah Underwood,51
Jacqueline Rodriguez,50
Denise Clark,73
Janet Williams,83
Dennis Bates,68
Brian Stanton,58
Mrs. Christina Wright,58
Michelle Weaver,96
Tom Tapia,70
Michael Goodman,67
Elizabeth Fowler,52
Lisa Greene DDS,92
Dr. Mark Miller,67
Tristan Davis,76
Katelyn Castaneda,74
Alexis Holland,53
Justin Murray,99
Scott Mills,96
Bryan Summers,62
Erin Clark,73
Alicia Porter,88
Mr. Frank Sharp,80
Jessica Atkins,50
Joseph Miller,90
Angel Burnett,74
Jacqueline Gay,93
Sara Torres,60
Hannah West,85
Wendy Chandler,92
Kelly Burns,73
Amanda West,86
Timothy Cochran,88
Jared Green,56
Casey Guzman,56
Stuart Johnson,58
Morgan Sherman,57
Rachel Garza,69
Bryan Cunningham,61
Anthony Jones,50
Brian Green,97
Anna Ramos,60
Krystal Ryan,97
Stephanie Hardin,90
Rebecca Spencer,94
Diane Collier,68
Ashley Joseph,61
Sheri Brown,81
Michelle Browning,52
Catherine Chavez,76
Tammy Lopez,83
Tammy Perkins,67
Jeffrey Smith,75
Charles Lewis,74
Ellen Thompson,89
Joshua Garcia,89
Daniel Townsend,57
Lisa Barnes,62
Michele Lam,83
Diane Martinez,86
Michelle Simmons,52
Norman Haynes,56
Jordan Jones,86
Jeremy Byrd,67
Jessica Duncan,76
Caitlin Hammond,66
Kevin Frederick,71
Christopher Schneider,73
James Cole,63
Rodney Miller,50
Rose Harrell,92
Brandon Wright,58
Eric Evans,77
Leon Elliott,72
Laurie Johnson,89
Tracy Johnson,79
Corey Kennedy,69
Gloria Singleton DVM,82
Todd Smith,55
Arthur Wood,89
Mark Little,80
Darren Jones,73
Scott Oneill,94
Martha Ray,50
Eric Neal,66
Ashley Williams,88
Paul Jordan,56
Danielle Green,65
Lori Esparza,74
Lynn Griffin,99
Michelle Atkins,68
Christine Bass,74
Isabel Garcia,79
Steven Rogers,75
Sylvia Mack,69
Antonio Benjamin,78
Alyssa Allen,80
Shelley Love,80
Amanda Buchanan,91
Sarah Williams,54
Andrea Davis,51
Veronica Berry,85
Sarah Young,66
Brent Sanchez,57
Patricia Atkins,90
Michele Winters,76
Brenda Duran,72
Michelle Ramos,53
Rebecca Medina,67
John Weber,91
Jessica Nielsen,72
Lorraine Barber,52
Lacey West,72
Jennifer Davis,59
Joseph Hawkins,82
Jennifer Thompson,92
Rebecca Reyes,95
Rebecca Mendez,65
Adam Garcia,76
Christopher Foster,82
Kimberly Scott,60
Donna Wall,60
Jasmin Dean,67
Richard Kane,57
Mrs. Laura Manning DVM,78
Tara Cobb,72
Sara Rose,98
Nathaniel Powers,91
Joshua Farmer,61
Tiffany Smith,53
Brenda Thompson,84
Kimberly Holden,96
Christopher Torres,55
Ashley Hickman,59
Jennifer Anderson,58
Melissa Mercado,98
Timothy Santiago,71
Teresa Brooks,75
Hector Martinez,55
Logan Huerta,58
Rebecca Craig,63
Anna Rodriguez,96
Lisa Huber,96
Julie Nelson,74
Thomas Sutton,95
Christopher Mitchell,90
Walter Allen,87
Heidi Patterson,90
Justin Jarvis,62
Christopher Phillips,64
Frank Gutierrez,57
Wendy Beck,96
Gregory Dunn,72
Amy Chavez,88
Tonya Green,68
Anthony Briggs,98
Lee Stephens,60
Sean Johnson,98
Denise Mora,79
Fred Cole,69
Christopher Rogers,90
Yolanda Hall,85
Jennifer Taylor,80
Lisa Smith,58
Ryan Brown,63
Jennifer Clark,57
Megan Collier,51
Deanna Scott,91
Deborah Browning,78
Evelyn Beltran,60
Rebecca Stephenson,86
Kristen Richmond,56
Michele Kirby,93
Michelle Romero,73
Lisa Burns,79
Nicole Curtis,65
Benjamin Cantu,62
Michelle Calderon,78
Angela Serrano,91
Daniel Anderson,57
Colleen Wright,79
Angela Parker,60
Marc Pratt,65
Tracy Garcia,96
Danielle Johnson,79
Jody Cole,86
Andrea Morales,52
Victor Cobb,96
Brittany White,58
Jessica Ruiz,75
Sarah Simon PhD,87
Amber Massey,58
David Medina,85
Elizabeth Jackson,65
Laura Long,82
Belinda Andrade,91
Glenda Ramirez,85
Michelle Taylor,66
Daniel Wilson,61
David Dominguez,97
Jesse Sullivan,66
Keith Tanner,95
Elizabeth Alvarez,98
Michael Sanchez,61
Brian Jones,83
Jeremy Miller,81
